# binary	round	threads	gcthreads	collection	wall_ms	mark_ms	sweep_ms	safepoint_us	live_mb
vanilla	1	1	1	1	48.397	43.979	4.392	2.465	55.1
vanilla	1	1	1	2	42.358	37.759	4.546	20.198	55.1
vanilla	1	1	1	3	39.504	35.451	4.02	7.134	55.1
vanilla	1	1	1	4	39.457	35.336	4.093	4.979	55.1
vanilla	1	1	1	5	39.657	35.6	4.027	6.121	55.1
vanilla	1	1	1	6	39.619	35.632	3.956	6.772	55.1
vanilla	1	1	1	7	39.544	35.592	3.921	7.605	55.1
vanilla	1	1	1	8	39.556	35.569	3.958	6.372	55.1
vanilla	1	1	1	9	39.526	35.597	3.9	5.17	55.1
vanilla	1	1	1	10	39.513	35.532	3.952	5.461	55.1
vanilla	1	1	1	11	39.625	35.675	3.92	5.821	55.1
vanilla	1	1	1	12	40.08	36.058	3.992	6.142	55.1
regions	1	1	1	1	48.746	44.696	4.027	3.557	55.1
regions	1	1	1	2	43.098	38.486	4.561	20.148	55.1
regions	1	1	1	3	40.403	36.303	4.065	5.701	55.1
regions	1	1	1	4	41.016	36.89	4.097	6.653	55.1
regions	1	1	1	5	40.549	36.601	3.919	5.6	55.1
regions	1	1	1	6	40.449	36.409	4.013	5.45	55.1
regions	1	1	1	7	40.367	36.402	3.935	6.652	55.1
regions	1	1	1	8	40.137	36.151	3.957	5.31	55.1
regions	1	1	1	9	40.26	36.328	3.903	5.19	55.1
regions	1	1	1	10	40.432	36.38	4.015	6.201	55.1
regions	1	1	1	11	40.854	36.669	4.154	6.062	55.1
regions	1	1	1	12	41.087	37.098	3.956	5.36	55.1
vanilla	1	4	2	1	56.183	48.735	7.414	7.124	151.1
vanilla	1	4	2	2	57.682	49.97	7.663	14.527	151.1
vanilla	1	4	2	3	56.349	48.856	7.46	4.819	151.1
vanilla	1	4	2	4	56.732	49.245	7.455	5.51	151.1
vanilla	1	4	2	5	56.587	49.042	7.513	5.44	151.1
vanilla	1	4	2	6	56.201	48.638	7.53	6.883	151.1
vanilla	1	4	2	7	56.738	49.177	7.523	6.573	151.1
vanilla	1	4	2	8	56.771	49.289	7.448	5.33	151.1
vanilla	1	4	2	9	56.702	49.197	7.474	5.19	151.1
vanilla	1	4	2	10	56.523	48.688	7.518	291.58	151.1
vanilla	1	4	2	11	55.583	47.988	7.56	4.469	151.1
vanilla	1	4	2	12	56.141	48.674	7.434	4.809	151.1
regions	1	4	2	1	57.85	50.496	7.326	4.949	151.1
regions	1	4	2	2	58.534	50.933	7.554	9.367	151.1
regions	1	4	2	3	58.164	50.653	7.482	5.441	151.1
regions	1	4	2	4	58.872	51.239	7.599	5.892	151.1
regions	1	4	2	5	58.717	50.978	7.699	5.27	151.1
regions	1	4	2	6	58.25	50.753	7.459	6.171	151.1
regions	1	4	2	7	58.288	50.657	7.6	6.502	151.1
regions	1	4	2	8	58.288	50.625	7.629	6.172	151.1
regions	1	4	2	9	59.428	51.782	7.611	6.803	151.1
regions	1	4	2	10	58.737	51.03	7.659	23.764	151.1
regions	1	4	2	11	58.049	50.473	7.548	4.388	151.1
regions	1	4	2	12	58.523	50.723	7.768	4.067	151.1
vanilla	1	8	4	1	70.889	61.234	9.609	7.163	279.2
vanilla	1	8	4	2	58.548	48.84	9.643	21.841	279.2
vanilla	1	8	4	3	57.987	48.296	9.652	7.394	279.2
vanilla	1	8	4	4	56.227	46.63	9.546	8.446	279.2
vanilla	1	8	4	5	55.883	46.178	9.65	9.828	279.2
vanilla	1	8	4	6	57.978	48.329	9.597	8.997	279.2
vanilla	1	8	4	7	56.158	46.446	9.668	9.277	279.2
vanilla	1	8	4	8	57.155	47.421	9.689	8.165	279.2
vanilla	1	8	4	9	69.319	59.581	9.692	8.365	279.2
vanilla	1	8	4	10	57.97	47.897	9.743	300.457	279.2
vanilla	1	8	4	11	57.135	47.173	9.926	5.921	279.2
vanilla	1	8	4	12	61.781	51.536	10.204	5.47	279.2
regions	1	8	4	1	71.011	60.588	10.384	7.725	279.2
regions	1	8	4	2	60.571	50.234	10.29	8.997	279.2
regions	1	8	4	3	64.281	53.759	10.486	5.21	279.2
regions	1	8	4	4	59.979	49.34	10.604	6.032	279.2
regions	1	8	4	5	60.7	50.153	10.513	5.16	279.2
regions	1	8	4	6	60.847	50.391	10.419	6.662	279.2
regions	1	8	4	7	60.13	49.547	10.545	6.582	279.2
regions	1	8	4	8	59.065	48.501	10.527	6.352	279.2
regions	1	8	4	9	60.597	49.663	10.564	338.929	279.2
regions	1	8	4	10	59.246	48.672	10.539	4.819	279.2
regions	1	8	4	11	60.13	49.542	10.552	5.04	279.2
regions	1	8	4	12	59.156	48.548	10.573	5.159	279.2
vanilla	1	16	8	1	76.116	60.307	15.752	11.772	535.2
vanilla	1	16	8	2	72.492	57.025	15.401	17.073	535.2
vanilla	1	16	8	3	66.078	50.324	15.706	8.506	535.2
vanilla	1	16	8	4	72.669	55.998	16.626	7.294	535.2
vanilla	1	16	8	5	67.199	50.788	16.367	7.314	535.2
vanilla	1	16	8	6	81.391	64.479	16.856	8.045	535.2
vanilla	1	16	8	7	72.27	55.931	16.283	10.41	535.2
vanilla	1	16	8	8	64.57	48.496	15.806	230.054	535.2
vanilla	1	16	8	9	71.444	55.733	15.658	5.751	535.2
vanilla	1	16	8	10	62.821	46.417	16.359	7.434	535.2
vanilla	1	16	8	11	65.602	48.609	16.943	5.922	535.2
vanilla	1	16	8	12	67.49	51.413	16.032	8.235	535.2
regions	1	16	8	1	77.518	60.343	17.135	6.392	535.2
regions	1	16	8	2	76.264	59.01	17.192	23.665	535.2
regions	1	16	8	3	75.547	57.912	17.586	8.146	535.2
regions	1	16	8	4	72.247	54.632	17.572	7.644	535.2
regions	1	16	8	5	70.663	54.371	16.255	7.765	535.2
regions	1	16	8	6	69.523	52.336	17.14	6.111	535.2
regions	1	16	8	7	68.156	51.753	16.325	29.406	535.2
regions	1	16	8	8	68.206	51.185	16.976	7.684	535.2
regions	1	16	8	9	75.68	56.741	18.896	4.599	535.2
regions	1	16	8	10	68.335	50.935	17.351	7.314	535.2
regions	1	16	8	11	66.382	49.142	17.189	6.973	535.2
regions	1	16	8	12	68.494	51.495	16.955	7.855	535.2
vanilla	1	32	16	1	92.017	67.427	24.537	7.844	1047.2
vanilla	1	32	16	2	85.455	60.761	24.623	13.195	1047.3
vanilla	1	32	16	3	77.964	53.174	24.734	8.847	1047.3
vanilla	1	32	16	4	84.514	59.155	25.296	6.442	1047.3
vanilla	1	32	16	5	81.786	56.74	24.979	8.416	1047.3
vanilla	1	32	16	6	82.883	58.171	24.645	21.17	1047.3
vanilla	1	32	16	7	81.208	56.693	24.463	5.26	1047.3
vanilla	1	32	16	8	82.229	57.606	24.575	6.923	1047.3
vanilla	1	32	16	9	75.886	51.322	24.506	7.394	1047.3
vanilla	1	32	16	10	92.271	67.592	24.63	8.115	1047.3
vanilla	1	32	16	11	81.055	56.466	24.539	6.672	1047.3
vanilla	1	32	16	12	83.189	58.587	24.551	8.356	1047.3
regions	1	32	16	1	106.479	80.269	26.143	12.233	1047.2
regions	1	32	16	2	89.549	60.434	29.047	12.413	1047.3
regions	1	32	16	3	88.398	61.616	26.725	8.155	1047.3
regions	1	32	16	4	87.442	61.087	26.292	6.111	1047.3
regions	1	32	16	5	93.134	66.826	26.252	7.635	1047.3
regions	1	32	16	6	91.395	64.568	26.754	25.488	1047.3
regions	1	32	16	7	93.376	66.993	26.334	4.659	1047.3
regions	1	32	16	8	87.181	60.711	26.417	6.302	1047.3
regions	1	32	16	9	93.468	67.041	26.372	6.903	1047.3
regions	1	32	16	10	90.081	63.59	26.443	6.282	1047.3
regions	1	32	16	11	91.226	64.822	26.341	6.132	1047.3
regions	1	32	16	12	88.484	62.03	26.403	7.314	1047.3
regions	2	1	1	1	48.917	44.765	4.128	2.514	55.1
regions	2	1	1	2	43.719	38.826	4.842	11.662	55.1
regions	2	1	1	3	40.92	36.705	4.185	4.469	55.1
regions	2	1	1	4	41.478	37.091	4.36	3.136	55.1
regions	2	1	1	5	40.801	36.559	4.215	3.777	55.1
regions	2	1	1	6	41.831	37.603	4.203	3.898	55.1
regions	2	1	1	7	41.112	36.971	4.114	3.407	55.1
regions	2	1	1	8	40.86	36.638	4.193	4.368	55.1
regions	2	1	1	9	41.319	37.262	4.033	4.268	55.1
regions	2	1	1	10	40.863	36.59	4.25	3.116	55.1
regions	2	1	1	11	40.854	36.837	3.996	3.276	55.1
regions	2	1	1	12	41.214	36.996	4.194	2.394	55.1
vanilla	2	1	1	1	48.387	43.938	4.421	4.608	55.1
vanilla	2	1	1	2	43.004	37.81	5.143	12.254	55.1
vanilla	2	1	1	3	40.009	35.854	4.109	6.812	55.1
vanilla	2	1	1	4	39.911	35.631	4.236	5.671	55.1
vanilla	2	1	1	5	39.979	35.551	4.391	6.863	55.1
vanilla	2	1	1	6	39.851	35.777	4.043	7.084	55.1
vanilla	2	1	1	7	39.523	35.545	3.933	6.312	55.1
vanilla	2	1	1	8	40.022	35.6	4.387	8.596	55.1
vanilla	2	1	1	9	39.772	35.717	4.024	6.152	55.1
vanilla	2	1	1	10	39.673	35.608	4.021	6.352	55.1
vanilla	2	1	1	11	40.031	35.631	4.363	9.107	55.1
vanilla	2	1	1	12	39.765	35.625	4.098	6.422	55.1
regions	2	4	2	1	58.369	50.475	7.859	7.574	151.1
regions	2	4	2	2	60.134	51.98	8.096	22.623	151.1
regions	2	4	2	3	58.759	50.776	7.945	9.067	151.1
regions	2	4	2	4	58.661	50.609	8.013	8.536	151.1
regions	2	4	2	5	58.612	50.561	8.014	8.375	151.1
regions	2	4	2	6	58.751	50.663	8.052	9.878	151.1
regions	2	4	2	7	58.503	50.516	7.953	8.015	151.1
regions	2	4	2	8	58.652	50.648	7.964	8.506	151.1
regions	2	4	2	9	58.623	50.434	8.02	140.936	151.1
regions	2	4	2	10	58.286	50.384	7.864	5.56	151.1
regions	2	4	2	11	58.681	50.745	7.901	5.541	151.1
regions	2	4	2	12	58.935	50.99	7.913	5.971	151.1
vanilla	2	4	2	1	56.699	49.261	7.403	7.764	151.1
vanilla	2	4	2	2	58.83	51.108	7.671	17.854	151.1
vanilla	2	4	2	3	56.601	49.011	7.542	7.174	151.1
vanilla	2	4	2	4	56.394	48.826	7.529	10.57	151.1
vanilla	2	4	2	5	56.378	48.793	7.55	8.096	151.1
vanilla	2	4	2	6	57.019	49.411	7.573	8.065	151.1
vanilla	2	4	2	7	56.509	48.743	7.73	8.917	151.1
vanilla	2	4	2	8	57.084	49.455	7.6	9.208	151.1
vanilla	2	4	2	9	56.749	48.634	8.084	6.092	151.1
vanilla	2	4	2	10	57.271	49.6	7.618	28.343	151.1
vanilla	2	4	2	11	58.487	50.647	7.81	4.459	151.1
vanilla	2	4	2	12	57.257	49.644	7.581	5.39	151.1
regions	2	8	4	1	67.627	57.263	10.32	5.149	279.2
regions	2	8	4	2	60.263	49.983	10.219	21.551	279.2
regions	2	8	4	3	59.592	49.579	9.964	7.644	279.2
regions	2	8	4	4	59.184	49.219	9.915	9.067	279.2
regions	2	8	4	5	65.59	55.472	10.068	8.816	279.2
regions	2	8	4	6	61.247	51.219	9.995	6.843	279.2
regions	2	8	4	7	59.79	49.371	10.366	6.502	279.2
regions	2	8	4	8	65.374	55.309	10.025	8.636	279.2
regions	2	8	4	9	58.88	48.755	10.088	7.024	279.2
regions	2	8	4	10	59.956	49.451	10.168	299.154	279.2
regions	2	8	4	11	58.595	48.451	10.104	6.362	279.2
regions	2	8	4	12	58.89	48.615	10.237	4.649	279.2
vanilla	2	8	4	1	75.194	65.005	10.147	9.228	279.2
vanilla	2	8	4	2	66.935	57.045	9.84	12.855	279.2
vanilla	2	8	4	3	58.042	48.186	9.818	8.676	279.2
vanilla	2	8	4	4	57.676	47.722	9.914	8.025	279.2
vanilla	2	8	4	5	60.165	50.165	9.965	7.244	279.2
vanilla	2	8	4	6	66.552	56.619	9.896	7.985	279.2
vanilla	2	8	4	7	72.222	62.208	9.981	7.334	279.2
vanilla	2	8	4	8	62.236	52.26	9.939	6.041	279.2
vanilla	2	8	4	9	58.598	48.452	10.109	5.4	279.2
vanilla	2	8	4	10	57.508	47.492	9.965	26.6	279.2
vanilla	2	8	4	11	59.347	48.769	10.551	3.196	279.2
vanilla	2	8	4	12	59.188	49.07	10.088	4.669	279.2
regions	2	16	8	1	83.596	66.893	16.661	7.705	535.2
regions	2	16	8	2	69.852	53.002	16.803	11.131	535.2
regions	2	16	8	3	67.923	51.434	16.434	6.913	535.2
regions	2	16	8	4	67.458	49.548	17.856	8.506	535.2
regions	2	16	8	5	68.286	51.673	16.567	10.75	535.2
regions	2	16	8	6	70.809	53.024	17.74	5.881	535.2
regions	2	16	8	7	71.826	54.574	17.205	8.796	535.2
regions	2	16	8	8	73.105	56.922	16.121	28.614	535.2
regions	2	16	8	9	69.238	53.533	15.668	5.771	535.2
regions	2	16	8	10	67.903	50.601	17.261	4.068	535.2
regions	2	16	8	11	67.245	50.08	17.11	7.344	535.2
regions	2	16	8	12	67.556	50.484	17.024	7.775	535.2
vanilla	2	16	8	1	72.29	56.701	15.542	9.137	535.2
vanilla	2	16	8	2	66.603	49.483	17.056	15.038	535.2
vanilla	2	16	8	3	65.068	49.001	16.006	12.564	535.2
vanilla	2	16	8	4	63.48	47.632	15.792	8.747	535.2
vanilla	2	16	8	5	68.38	52.15	16.181	8.686	535.2
vanilla	2	16	8	6	63.573	47.643	15.873	8.265	535.2
vanilla	2	16	8	7	63.099	47.17	15.874	8.095	535.2
vanilla	2	16	8	8	63.478	47.381	16.053	8.666	535.2
vanilla	2	16	8	9	63.794	47.513	16.218	22.733	535.2
vanilla	2	16	8	10	65.908	49.783	16.068	8.085	535.2
vanilla	2	16	8	11	68.491	51.821	16.617	7.735	535.2
vanilla	2	16	8	12	68.337	52.23	16.055	7.524	535.2
regions	2	32	16	1	102.78	74.391	28.319	10.44	1047.2
regions	2	32	16	2	86.312	59.484	26.752	12.905	1047.3
regions	2	32	16	3	89.107	62.55	26.491	7.685	1047.3
regions	2	32	16	4	87.497	61.325	26.121	8.336	1047.3
regions	2	32	16	5	86.724	60.466	26.208	6.453	1047.3
regions	2	32	16	6	85.061	58.761	26.225	30.768	1047.3
regions	2	32	16	7	86.243	59.492	26.681	5.51	1047.3
regions	2	32	16	8	88.089	61.674	26.367	7.595	1047.3
regions	2	32	16	9	87.73	60.826	26.852	6.061	1047.3
regions	2	32	16	10	91.75	64.977	26.708	6.372	1047.3
regions	2	32	16	11	87.992	61.212	26.725	7.805	1047.3
regions	2	32	16	12	89.799	63.32	26.411	6.733	1047.3
vanilla	2	32	16	1	95.267	68.587	26.607	11.071	1047.2
vanilla	2	32	16	2	87.677	62.073	25.524	22.653	1047.3
vanilla	2	32	16	3	87.322	60.961	26.294	7.404	1047.3
vanilla	2	32	16	4	85.095	59.159	25.861	13.055	1047.3
vanilla	2	32	16	5	88.676	62.814	25.802	9.338	1047.3
vanilla	2	32	16	6	86.736	61.512	25.131	27.593	1047.3
vanilla	2	32	16	7	86.617	60.774	25.767	8.777	1047.3
vanilla	2	32	16	8	82.504	57.194	25.23	8.416	1047.3
vanilla	2	32	16	9	83.767	58.118	25.577	9.097	1047.3
vanilla	2	32	16	10	86.227	60.616	25.532	8.977	1047.3
vanilla	2	32	16	11	73.787	48.454	25.272	10.139	1047.3
vanilla	2	32	16	12	92.005	64.736	27.212	7.935	1047.3
vanilla	3	1	1	1	48.134	43.889	4.223	4.318	55.1
vanilla	3	1	1	2	42.074	37.456	4.579	13.184	55.1
vanilla	3	1	1	3	40.687	36.514	4.14	6.733	55.1
vanilla	3	1	1	4	40.234	36.06	4.144	6.563	55.1
vanilla	3	1	1	5	39.911	35.734	4.15	6.452	55.1
vanilla	3	1	1	6	39.74	35.566	4.141	3.837	55.1
vanilla	3	1	1	7	40.172	36.0	4.142	6.352	55.1
vanilla	3	1	1	8	40.155	35.986	4.143	6.202	55.1
vanilla	3	1	1	9	39.692	35.558	4.104	5.61	55.1
vanilla	3	1	1	10	39.894	35.801	4.07	5.42	55.1
vanilla	3	1	1	11	39.336	35.4	3.912	3.697	55.1
vanilla	3	1	1	12	40.008	35.859	4.126	4.097	55.1
regions	3	1	1	1	48.66	44.507	4.132	2.885	55.1
regions	3	1	1	2	43.511	39.021	4.45	10.73	55.1
regions	3	1	1	3	41.582	37.326	4.223	5.13	55.1
regions	3	1	1	4	41.746	37.409	4.31	5.29	55.1
regions	3	1	1	5	41.885	37.455	4.398	5.2	55.1
regions	3	1	1	6	41.062	36.911	4.12	5.23	55.1
regions	3	1	1	7	41.798	37.452	4.318	5.67	55.1
regions	3	1	1	8	41.222	36.817	4.373	5.32	55.1
regions	3	1	1	9	41.277	37.031	4.212	7.445	55.1
regions	3	1	1	10	42.437	38.098	4.311	5.51	55.1
regions	3	1	1	11	41.458	37.024	4.404	4.629	55.1
regions	3	1	1	12	41.205	36.951	4.226	6.573	55.1
vanilla	3	4	2	1	57.268	49.719	7.512	9.107	151.1
vanilla	3	4	2	2	57.687	49.99	7.637	20.188	151.1
vanilla	3	4	2	3	57.422	49.714	7.676	7.785	151.1
vanilla	3	4	2	4	57.004	48.954	8.013	7.514	151.1
vanilla	3	4	2	5	57.467	49.668	7.77	7.764	151.1
vanilla	3	4	2	6	56.862	49.203	7.632	5.821	151.1
vanilla	3	4	2	7	57.253	49.369	7.853	5.951	151.1
vanilla	3	4	2	8	56.94	49.291	7.62	6.322	151.1
vanilla	3	4	2	9	57.084	49.493	7.561	6.382	151.1
vanilla	3	4	2	10	56.806	49.144	7.61	26.37	151.1
vanilla	3	4	2	11	56.828	49.158	7.639	4.588	151.1
vanilla	3	4	2	12	57.246	49.566	7.649	5.33	151.1
regions	3	4	2	1	58.34	50.634	7.646	25.899	151.1
regions	3	4	2	2	59.196	51.501	7.641	13.115	151.1
regions	3	4	2	3	60.041	51.765	8.225	8.727	151.1
regions	3	4	2	4	58.103	50.522	7.546	9.889	151.1
regions	3	4	2	5	58.585	50.674	7.868	5.861	151.1
regions	3	4	2	6	58.168	50.72	7.412	8.416	151.1
regions	3	4	2	7	58.211	50.642	7.535	6.783	151.1
regions	3	4	2	8	58.091	50.578	7.48	8.517	151.1
regions	3	4	2	9	58.05	50.576	7.44	7.734	151.1
regions	3	4	2	10	58.585	50.678	7.639	241.355	151.1
regions	3	4	2	11	57.904	50.446	7.427	4.949	151.1
regions	3	4	2	12	58.245	50.291	7.922	4.999	151.1
vanilla	3	8	4	1	66.064	56.193	9.841	4.829	279.2
vanilla	3	8	4	2	59.578	49.768	9.771	9.467	279.2
vanilla	3	8	4	3	59.017	48.821	10.161	6.733	279.2
vanilla	3	8	4	4	57.711	47.655	10.026	7.474	279.2
vanilla	3	8	4	5	59.871	49.801	10.039	6.232	279.2
vanilla	3	8	4	6	57.674	47.647	9.991	7.193	279.2
vanilla	3	8	4	7	74.137	64.014	10.093	6.963	279.2
vanilla	3	8	4	8	58.689	48.444	10.211	5.4	279.2
vanilla	3	8	4	9	65.512	55.567	9.913	8.215	279.2
vanilla	3	8	4	10	58.117	48.154	9.918	18.595	279.2
vanilla	3	8	4	11	58.91	48.705	10.173	3.737	279.2
vanilla	3	8	4	12	58.348	48.048	10.264	5.22	279.2
regions	3	8	4	1	68.777	58.585	10.139	23.124	279.2
regions	3	8	4	2	62.254	50.789	11.4	14.517	279.2
regions	3	8	4	3	60.261	50.087	10.125	7.635	279.2
regions	3	8	4	4	63.906	53.647	10.222	5.57	279.2
regions	3	8	4	5	61.871	51.304	10.536	6.032	279.2
regions	3	8	4	6	61.684	51.164	10.484	5.55	279.2
regions	3	8	4	7	73.068	62.705	10.328	7.274	279.2
regions	3	8	4	8	58.583	48.19	10.355	7.594	279.2
regions	3	8	4	9	64.111	53.499	10.369	215.847	279.2
regions	3	8	4	10	59.774	49.316	10.422	5.571	279.2
regions	3	8	4	11	60.411	49.714	10.657	5.139	279.2
regions	3	8	4	12	60.523	50.01	10.476	5.22	279.2
vanilla	3	16	8	1	69.578	53.628	15.898	6.382	535.2
vanilla	3	16	8	2	70.586	54.732	15.788	13.575	535.2
vanilla	3	16	8	3	65.548	49.732	15.764	8.226	535.2
vanilla	3	16	8	4	65.426	49.245	16.121	7.835	535.2
vanilla	3	16	8	5	64.945	48.812	16.071	9.538	535.2
vanilla	3	16	8	6	64.905	48.124	16.725	9.197	535.2
vanilla	3	16	8	7	65.207	49.328	15.82	9.247	535.2
vanilla	3	16	8	8	62.126	46.137	15.929	8.366	535.2
vanilla	3	16	8	9	65.357	49.439	15.569	296.51	535.2
vanilla	3	16	8	10	63.859	47.635	16.167	6.984	535.2
vanilla	3	16	8	11	64.135	47.952	16.125	7.183	535.2
vanilla	3	16	8	12	63.146	47.173	15.92	7.013	535.2
regions	3	16	8	1	78.385	61.593	16.752	5.951	535.2
regions	3	16	8	2	68.542	51.797	16.69	10.54	535.2
regions	3	16	8	3	66.424	49.662	16.714	7.053	535.2
regions	3	16	8	4	66.366	49.628	16.695	7.815	535.2
regions	3	16	8	5	68.487	51.648	16.797	8.025	535.2
regions	3	16	8	6	66.415	49.519	16.852	7.664	535.2
regions	3	16	8	7	67.698	50.352	17.302	7.835	535.2
regions	3	16	8	8	69.035	51.664	16.937	402.109	535.2
regions	3	16	8	9	66.603	49.643	16.92	4.268	535.2
regions	3	16	8	10	67.6	50.71	16.846	5.901	535.2
regions	3	16	8	11	67.265	50.363	16.86	6.923	535.2
regions	3	16	8	12	66.98	50.025	16.911	6.833	535.2
vanilla	3	32	16	1	92.528	67.413	25.06	9.508	1047.2
vanilla	3	32	16	2	86.944	62.02	24.851	17.843	1047.3
vanilla	3	32	16	3	78.874	53.867	24.95	8.216	1047.3
vanilla	3	32	16	4	83.11	58.206	24.851	7.655	1047.3
vanilla	3	32	16	5	91.54	66.469	25.015	7.254	1047.3
vanilla	3	32	16	6	83.982	58.804	25.11	21.31	1047.3
vanilla	3	32	16	7	84.424	59.4	24.968	6.913	1047.3
vanilla	3	32	16	8	89.219	63.959	25.204	7.344	1047.3
vanilla	3	32	16	9	81.647	56.617	24.98	9.047	1047.3
vanilla	3	32	16	10	83.665	58.738	24.869	5.56	1047.3
vanilla	3	32	16	11	83.665	57.925	25.688	7.194	1047.3
vanilla	3	32	16	12	84.191	59.194	24.939	8.586	1047.3
regions	3	32	16	1	98.428	72.212	26.159	7.394	1047.2
regions	3	32	16	2	87.047	60.418	26.552	23.855	1047.3
regions	3	32	16	3	86.18	60.067	26.056	7.203	1047.3
regions	3	32	16	4	84.969	58.692	26.224	7.054	1047.3
regions	3	32	16	5	86.651	60.371	26.225	8.195	1047.3
regions	3	32	16	6	88.737	62.424	26.24	27.943	1047.3
regions	3	32	16	7	86.18	59.881	26.248	6.772	1047.3
regions	3	32	16	8	91.696	65.447	26.183	9.879	1047.3
regions	3	32	16	9	93.505	67.124	26.327	6.202	1047.3
regions	3	32	16	10	85.38	58.864	26.463	7.083	1047.3
regions	3	32	16	11	75.312	48.947	26.314	6.362	1047.3
regions	3	32	16	12	87.694	61.389	26.252	6.934	1047.3
regions	4	1	1	1	49.814	45.672	4.121	4.128	55.1
regions	4	1	1	2	43.17	38.459	4.668	10.039	55.1
regions	4	1	1	3	41.349	37.119	4.196	6.463	55.1
regions	4	1	1	4	41.446	37.201	4.214	5.621	55.1
regions	4	1	1	5	41.028	36.84	4.158	5.991	55.1
regions	4	1	1	6	41.191	36.978	4.183	6.302	55.1
regions	4	1	1	7	41.384	37.325	4.033	6.793	55.1
regions	4	1	1	8	41.75	37.468	4.257	5.35	55.1
regions	4	1	1	9	41.118	37.055	4.037	5.681	55.1
regions	4	1	1	10	41.655	37.597	4.034	5.521	55.1
regions	4	1	1	11	41.526	37.317	4.185	4.628	55.1
regions	4	1	1	12	40.864	36.813	4.026	5.2	55.1
vanilla	4	1	1	1	47.826	43.596	4.2	3.156	55.1
vanilla	4	1	1	2	41.687	37.066	4.568	18.716	55.1
vanilla	4	1	1	3	41.333	37.125	4.164	5.761	55.1
vanilla	4	1	1	4	39.417	35.25	4.135	5.45	55.1
vanilla	4	1	1	5	39.49	35.421	4.039	4.608	55.1
vanilla	4	1	1	6	40.286	36.22	4.038	5.31	55.1
vanilla	4	1	1	7	39.559	35.402	4.128	5.21	55.1
vanilla	4	1	1	8	42.428	35.942	6.459	4.719	55.1
vanilla	4	1	1	9	40.009	35.916	4.067	4.579	55.1
vanilla	4	1	1	10	40.755	36.493	4.236	3.847	55.1
vanilla	4	1	1	11	40.523	36.373	4.125	3.737	55.1
vanilla	4	1	1	12	41.273	36.892	4.342	3.757	55.1
regions	4	4	2	1	58.014	50.277	7.708	6.763	151.1
regions	4	4	2	2	58.96	51.036	7.876	11.272	151.1
regions	4	4	2	3	58.043	50.275	7.735	5.61	151.1
regions	4	4	2	4	58.083	50.239	7.81	6.473	151.1
regions	4	4	2	5	58.446	50.63	7.786	6.673	151.1
regions	4	4	2	6	57.92	50.004	7.883	6.172	151.1
regions	4	4	2	7	58.223	50.372	7.819	6.382	151.1
regions	4	4	2	8	58.039	50.195	7.809	6.102	151.1
regions	4	4	2	9	58.163	50.319	7.797	20.689	151.1
regions	4	4	2	10	58.304	50.482	7.791	5.61	151.1
regions	4	4	2	11	59.21	51.393	7.772	5.28	151.1
regions	4	4	2	12	58.143	50.29	7.818	6.162	151.1
vanilla	4	4	2	1	57.583	49.915	7.638	8.957	151.1
vanilla	4	4	2	2	58.917	51.19	7.682	12.834	151.1
vanilla	4	4	2	3	58.327	50.3	7.995	6.212	151.1
vanilla	4	4	2	4	57.289	49.584	7.671	8.045	151.1
vanilla	4	4	2	5	57.199	49.564	7.598	9.118	151.1
vanilla	4	4	2	6	57.308	49.79	7.489	9.448	151.1
vanilla	4	4	2	7	57.885	50.099	7.754	8.285	151.1
vanilla	4	4	2	8	57.267	49.71	7.527	8.035	151.1
vanilla	4	4	2	9	57.321	49.433	7.856	6.092	151.1
vanilla	4	4	2	10	56.741	49.14	7.546	24.947	151.1
vanilla	4	4	2	11	56.6	49.08	7.487	5.099	151.1
vanilla	4	4	2	12	56.852	49.322	7.506	4.339	151.1
regions	4	8	4	1	72.485	62.144	10.308	4.999	279.2
regions	4	8	4	2	60.477	50.217	10.215	8.776	279.2
regions	4	8	4	3	59.64	49.378	10.225	5.881	279.2
regions	4	8	4	4	62.349	52.011	10.31	6.362	279.2
regions	4	8	4	5	69.123	58.279	10.81	5.371	279.2
regions	4	8	4	6	60.842	50.375	10.43	7.344	279.2
regions	4	8	4	7	59.382	48.924	10.421	6.963	279.2
regions	4	8	4	8	58.929	48.388	10.506	6.843	279.2
regions	4	8	4	9	59.418	48.827	10.558	7.755	279.2
regions	4	8	4	10	59.77	49.039	10.677	23.274	279.2
regions	4	8	4	11	61.773	51.355	10.371	5.48	279.2
regions	4	8	4	12	58.788	48.259	10.489	6.873	279.2
vanilla	4	8	4	1	68.408	58.936	9.434	6.522	279.2
vanilla	4	8	4	2	59.63	50.156	9.416	20.619	279.2
vanilla	4	8	4	3	59.437	49.552	9.848	6.723	279.2
vanilla	4	8	4	4	58.062	48.433	9.597	8.095	279.2
vanilla	4	8	4	5	71.707	62.167	9.51	5.009	279.2
vanilla	4	8	4	6	65.902	56.189	9.678	5.259	279.2
vanilla	4	8	4	7	57.851	48.169	9.648	8.476	279.2
vanilla	4	8	4	8	59.34	49.667	9.637	6.633	279.2
vanilla	4	8	4	9	56.575	46.912	9.625	7.875	279.2
vanilla	4	8	4	10	59.058	49.296	9.71	23.374	279.2
vanilla	4	8	4	11	59.29	49.501	9.758	5.831	279.2
vanilla	4	8	4	12	59.626	49.927	9.669	4.158	279.2
regions	4	16	8	1	71.933	55.397	16.476	10.82	535.2
